Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	AA sequence #no EMBL#	NT sequence #no EMBL#	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Essential_gene_Lethal_knockout	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Full_citation	Author_email	Comments	Reference 	Year_published	Curation details	File_name_pdf_files_provided	_batch_no_	Curated(Month/Year)	_curator_organisation_	__lab__	__FG_mycotoxin__	Additional IdentifierTypeOfGeneLocusID	Additional GeneLocusID	Anti-infective (Chemical)	Compound	Target site	Group name	Chemical group	Mode in planta	FRAC CODE	Additional comments  on anti-infectives	phi3_pars											
Record 3301	PHI:2661	Uniprot	Q4X0J5	Genbank	EAL93620			Af293	MedA	no data found					no	746128	Aspergillus fumigatus	330879	Af293	Invasive pulmonary aspergillosis	Moths	7137	Galleria mellonella (related: Greater wax moth)	no data found			larvae	Developmental Regulator	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	aberrant	no data found	aberrant	no data found	no	no data found	no data found	no data found			no data found	Gene mutation: characterised; Gene complementation		na	RP	23185496	Pubmed	10.1371/journal.pone.0049959	na	donald.sheppard@mcgill.ca	no comments	Q A Abdallah 2012	2012	1 gene	Free access from PubMed	Batch022	02/2013	MC																								
Record 3302	PHI:2662	Uniprot	A4VZ16	Genbank	ABP91355			98HAH33	HP0197	no data found					no	1307	Streptococcus suis	391295	05ZY	Meningitis	Rodents	10090	Mus musculus (related: House mouse)	CD-1			blood	Surface protective antigen 	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23226442	Pubmed	10.1371/journal.pone.0050987	na	jml8328@126.com	no comments	A Zhang 2012	2012	1 gene	Free access from PubMed	Batch022	02/2013	MC																								
Record 3303	PHI:2662	Uniprot	A4VZ16	Genbank	ABP91355			98HAH33	HP0197	no data found					no	1307	Streptococcus suis	391295	05ZY	Meningitis	Even-toed ungulates	9823	Sus scrofa (related: Pig)	no data found			blood	Surface protective antigen 	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23226442	Pubmed	10.1371/journal.pone.0050987	na	jml8328@126.com	no comments	A Zhang 2012	2012		Free access from PubMed	Batch022	02/2013	MC																								
Record 3304	PHI:2663	Uniprot	Q4DDC5	Genbank	XP_812391			CL Brener	delta-amastin	no data found					no	5693	Trypanosoma cruzi	353153	CL Brener	Chagas Disease	Rodents	10090	Mus musculus (related: House mouse)	A/JUnib			liver	Surface glycoprotein	no data found	no data found	no data found	Increased virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	altered gene expression  / gene regulation: overexpression		na	RP	23272170	Pubmed	10.1371/journal.pone.0051804	na	ramortara@unifesp.br	no comments	M C Cruz 2012	2012	1 gene	Free access from PubMed	Batch022	02/2013	MC																								
Record 3305	PHI:2664	Uniprot	C5AIS7	Genbank	ACR31807  			BGR1	tofM	no data found					no	337	Burkholderia glumae	no data found	336gr-1	Panicle blight	Monocots	4530	Oryza sativa (related: Rice)	no data found			panicles	Produce toxoflavin	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23284909	Pubmed	10.1371/journal.pone.0052150	na	jham@agcenter.lsu.edu	no comments	R Chen 2012	2012	Multi genes	Free access from PubMed	Batch022	02/2013	MC																								
Record 3306	PHI:2665	Uniprot	Q4VSJ8	Genbank	AAV52805			BGR1	tofI	no data found					no	337	Burkholderia glumae	no data found	336gr-1	Panicle blight	Monocots	4530	Oryza sativa (related: Rice)	no data found			panicles	Produce toxoflavin	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23284909	Pubmed	10.1371/journal.pone.0052150	na	jham@agcenter.lsu.edu	no comments	R Chen 2012	2012		Free access from PubMed	Batch022	02/2013	MC																								
Record 3307	PHI:2666	Uniprot	Q4VSJ9	Genbank	AAV52804			BGR1	tofR	no data found					no	337	Burkholderia glumae	no data found	336gr-1	Panicle blight	Monocots	4530	Oryza sativa (related: Rice)	no data found			panicles	Produce toxoflavin	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23284909	Pubmed	10.1371/journal.pone.0052150	na	jham@agcenter.lsu.edu	no comments	R Chen 2012	2012		Free access from PubMed	Batch022	02/2013	MC																								
Record 3308	PHI:2664	Uniprot	C5AIS7	Genbank	ACR31807  			BGR1	tofM	no data found					PHI:2665; PHI:2666	337	Burkholderia glumae	no data found	336gr-1	Panicle blight	Monocots	4530	Oryza sativa (related: Rice)	no data found			panicles	Produce toxoflavin	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23284909	Pubmed	10.1371/journal.pone.0052150	na	jham@agcenter.lsu.edu	no comments	R Chen 2012	2012		Free access from PubMed	Batch022	02/2013	MC																								
Record 3309	PHI:2665	Uniprot	Q4VSJ8	Genbank	AAV52805			BGR1	tofI	no data found					PHI:2666; PHI:2664	337	Burkholderia glumae	no data found	336gr-1	Panicle blight	Monocots	4530	Oryza sativa (related: Rice)	no data found			panicles	Produce toxoflavin	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23284909	Pubmed	10.1371/journal.pone.0052150	na	jham@agcenter.lsu.edu	no comments	R Chen 2012	2012		Free access from PubMed	Batch022	02/2013	MC																								
Record 3310	PHI:2666	Uniprot	Q4VSJ9	Genbank	AAV52804			BGR1	tofR	no data found					PHI:2665; PHI:2664	337	Burkholderia glumae	no data found	336gr-1	Panicle blight	Monocots	4530	Oryza sativa (related: Rice)	no data found			panicles	Produce toxoflavin	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23284909	Pubmed	10.1371/journal.pone.0052150	na	jham@agcenter.lsu.edu	no comments	R Chen 2012	2012		Free access from PubMed	Batch022	02/2013	MC																								
Record 3311	PHI:2667	Uniprot	H6SB05	Genbank	CCE36717			UT205	PPE18	no data found					no	1773	Mycobacterium tuberculosis	83331	CDC1551	Tuberculosis	Rodents	10090	Mus musculus (related: House mouse)	C57Bl/6			spleen; lungs; liver	PPE18 was found to selectively downregulate the proin-flammatory and Th1-type immune response	no data found	no data found	p38 mitogen activated protein kinase (MAPK) pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23300718	Pubmed	10.1371/journal.pone.0052601	na	sangita@cdfd.org.in; sangitacdfd@gmail.c om	no comments	K H Bhat 2012	2012	1 gene	Free access from PubMed	Batch022	02/2013	MC																								
Record 3312	PHI:2668	Uniprot	G2Y3E7	Genbank	CCD47187 			T4	bcvel1	no data found					no	40559	Botrytis cinerea	no data found	1750	Grey mould	Eudicots	3885	Phaseolus vulgaris (related: String bean)	Caruso			leaves	Regulatory protein linking light signals with development and secondary metabolism	no data found	no data found	p38 mitogen activated protein kinase (MAPK) pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	aberrant	no data found	no data found	no data found	no	Fenhexamid	126833-17-8	no data found			no data found	Gene deletion: full		na	RP	23308280	Pubmed	10.1371/journal.pone.0053729	na	viaud@versailles.inra. fr	bcvel1 mutants was accompanied by the inabilityof the mutant to grow on medium containing fenhexamid	J Schumacher 2013	2013	1 gene	Free access from PubMed	Batch022	02/2013	MC																								
Record 3313	PHI:2669	Uniprot	Q9I1R1	Genbank	AE004647_3			PAO1	PA2206	no data found					no	287	Pseudomonas aeruginosa	208964	PAO1	Nosocomial infections	Bony fishes	7955	Danio rerio (related: Zebrafish)	AB line			embryos	LysR-type transcriptional regulators	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	Hydrogen peroxide	7722-84-1	no data found			no data found	Gene mutation: characterised		na	RP	23382903	Pubmed	10.1 371/journal.pone. 0054479	na	f.ogara@ucc .ie	PA2206 was found to be required for tolerance to H 2 O 2 in vitro	F J Reen	2013	1 gene	Free access from PubMed	Batch023	03/2013	MC																								
Record 3314	PHI:2670	Uniprot	A3M486	Genbank	ABO11730			ATCC 17978	tssM	no data found					no	470	Acinetobacter baumannii	400667	ATCC 17978	Nosocomial infections	Cellular slime molds	44689	Dictyostelium discoideum (related: Amoeba)	no data found			cells	Part of Type VI Secretion System	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23365692	Pubmed	10.1371/journal.pone.0055142	na	mfeldman@ualberta.ca	no comments	B S Weber	2013	1 gene	Free access from PubMed	Batch023	03/2013	MC																								
Record 3315	PHI:2670	Uniprot	A3M486	Genbank	ABO11730			ATCC 17978	tssM	no data found					no	470	Acinetobacter baumannii	400667	ATCC 17978	Nosocomial infections	Moths	7137	Galleria mellonella (related: Greater wax moth)	no data found			larvae	Part of Type VI Secretion System	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23365692	Pubmed	10.1371/journal.pone.0055142	na	mfeldman@ualberta.ca	no comments	B S Weber	2013			Batch023	03/2013	MC																								
Record 3316	PHI:2670	Uniprot	A3M486	Genbank	ABO11730			ATCC 17978	tssM	no data found					no	470	Acinetobacter baumannii	400667	ATCC 17978	Nosocomial infections	Rodents	10090	Mus musculus (related: House mouse)	C57BL/6			lungs; liver	Part of Type VI Secretion System	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23365692	Pubmed	10.1371/journal.pone.0055142	na	mfeldman@ualberta.ca	no comments	B S Weber	2013			Batch023	03/2013	MC																								
Record 3317	PHI:2671	Uniprot	P13041	Genbank	VRPR_SALTY			LT2	spvR	no data found					no	28901	Salmonella enterica	90371	serovar Typhimurium ATCC14028s 	Food poisoning	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	na	heffronf@ohsu.edu	no comments	H Yoon	2009	Multi genes	Free access from PubMed	Batch023	03/2013	MC																								
Record 3318	PHI:2672	Uniprot	P0A2P8	Genbank	CRA_SALTY  			LT2	fruR	no data found					no	28901	Salmonella enterica	90371	serovar Typhimurium ATCC14028s 	Food poisoning	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	na	heffronf@ohsu.edu	no comments	H Yoon	2009			Batch023	03/2013	MC																								
Record 3319	PHI:2673	Uniprot	P64394	Genbank	IHFB_SALTY			LT2	himD	no data found					no	28901	Salmonella enterica	90371	serovar Typhimurium ATCC14028s 	Food poisoning	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	na	heffronf@ohsu.edu	no comments	H Yoon	2009			Batch023	03/2013	MC																								
Record 3320	PHI:2674	Uniprot	P0DM78	Genbank	PHOP_SALTY			LT2	phoP	no data found					PHI:2675	28901	Salmonella enterica	90371	serovar Typhimurium ATCC14028s 	Food poisoning	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	na	heffronf@ohsu.edu	no comments	H Yoon	2009			Batch023	03/2013	MC																								
Record 3321	PHI:2675	Uniprot	P0DM80	Genbank	PHOQ_SALTY			LT2	phoQ	no data found					PHI:2674	28901	Salmonella enterica	90371	serovar Typhimurium ATCC14028s 	Food poisoning	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			spleen; liver	Regulators of systemic infection	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	19229334	Pubmed	10.1 371/journal.p pat.1000306	na	heffronf@ohsu.edu	no comments	H Yoon	2009			Batch023	03/2013	MC																								
